customer_id,name,email,plan,segment,status,created_at,country
CUST-0186,Empresa 186,contato186@empresa186.com.br,starter,SMB,trial,2022-05-02,BR
CUST-0187,Empresa 187,contato187@empresa187.com.br,starter,SMB,active,2023-09-26,BR
CUST-0188,Empresa 188,contato188@empresa188.com.br,growth,Mid-Market,active,2023-03-30,BR
CUST-0189,Empresa 189,contato189@empresa189.com.br,growth,Mid-Market,active,2023-08-06,BR
CUST-0190,Empresa 190,contato190@empresa190.com.br,growth,Mid-Market,churned,2024-02-21,BR
CUST-0191,Empresa 191,contato191@empresa191.com.br,starter,SMB,churned,2022-06-10,BR
CUST-0192,Empresa 192,contato192@empresa192.com.br,growth,Mid-Market,active,2023-02-23,BR
CUST-0193,Empresa 193,contato193@empresa193.com.br,growth,Mid-Market,active,2022-08-26,BR
CUST-0194,Empresa 194,contato194@empresa194.com.br,starter,SMB,churned,2022-03-14,BR
CUST-0195,Empresa 195,contato195@empresa195.com.br,enterprise,Enterprise,churned,2023-10-03,BR
CUST-0196,Empresa 196,contato196@empresa196.com.br,growth,Mid-Market,active,2022-04-28,BR
CUST-0197,Empresa 197,contato197@empresa197.com.br,growth,Mid-Market,trial,2024-04-26,BR
CUST-0198,Empresa 198,contato198@empresa198.com.br,starter,SMB,churned,2023-09-02,US
CUST-0199,Empresa 199,contato199@empresa199.com.br,growth,Mid-Market,active,2022-05-08,BR
CUST-0200,Empresa 200,contato200@empresa200.com.br,starter,SMB,active,2022-10-06,BR
CUST-0201,Empresa 201,contato201@empresa201.com.br,growth,Mid-Market,active,2022-05-25,BR
CUST-0202,Empresa 202,contato202@empresa202.com.br,growth,Mid-Market,active,2022-02-17,BR
CUST-0203,Empresa 203,contato203@empresa203.com.br,starter,SMB,active,2024-04-09,BR
CUST-0204,Empresa 204,contato204@empresa204.com.br,starter,SMB,active,2024-07-04,BR
CUST-0205,Empresa 205,contato205@empresa205.com.br,enterprise,Enterprise,churned,2023-01-20,US
CUST-0206,Empresa 206,contato206@empresa206.com.br,growth,Mid-Market,churned,2024-01-22,BR
CUST-0207,Empresa 207,contato207@empresa207.com.br,starter,SMB,active,2024-08-11,BR
CUST-0208,Empresa 208,contato208@empresa208.com.br,starter,SMB,active,2024-12-30,AR
CUST-0209,Empresa 209,contato209@empresa209.com.br,starter,SMB,active,2022-09-21,AR
CUST-0210,Empresa 210,contato210@empresa210.com.br,enterprise,Enterprise,active,2022-03-06,BR
CUST-0211,Empresa 211,contato211@empresa211.com.br,starter,SMB,churned,2022-12-27,CL
CUST-0212,Empresa 212,contato212@empresa212.com.br,starter,SMB,active,2022-02-19,US
CUST-0213,Empresa 213,contato213@empresa213.com.br,enterprise,Enterprise,active,2023-12-12,BR
CUST-0214,Empresa 214,contato214@empresa214.com.br,starter,SMB,active,2025-01-05,BR
CUST-0215,Empresa 215,contato215@empresa215.com.br,growth,Mid-Market,active,2024-11-13,CL
CUST-0216,Empresa 216,contato216@empresa216.com.br,starter,SMB,active,2022-05-29,AR
CUST-0217,Empresa 217,contato217@empresa217.com.br,starter,SMB,active,2024-12-15,AR
CUST-0218,Empresa 218,contato218@empresa218.com.br,starter,SMB,churned,2023-08-15,CL
CUST-0219,Empresa 219,contato219@empresa219.com.br,starter,SMB,active,2024-10-04,BR
CUST-0220,Empresa 220,contato220@empresa220.com.br,starter,SMB,active,2022-06-12,BR
CUST-0221,Empresa 221,contato221@empresa221.com.br,starter,SMB,active,2022-08-24,US
CUST-0222,Empresa 222,contato222@empresa222.com.br,starter,SMB,active,2022-09-05,US
CUST-0223,Empresa 223,contato223@empresa223.com.br,growth,Mid-Market,active,2024-12-29,BR
CUST-0224,Empresa 224,contato224@empresa224.com.br,growth,Mid-Market,active,2023-02-26,BR
CUST-0225,Empresa 225,contato225@empresa225.com.br,starter,SMB,active,2025-01-22,CL
CUST-0226,Empresa 226,contato226@empresa226.com.br,starter,SMB,active,2023-04-23,US
CUST-0227,Empresa 227,contato227@empresa227.com.br,growth,Mid-Market,active,2024-01-02,AR
CUST-0228,Empresa 228,contato228@empresa228.com.br,enterprise,Enterprise,churned,2024-02-05,AR
CUST-0229,Empresa 229,contato229@empresa229.com.br,growth,Mid-Market,churned,2022-07-23,BR
CUST-0230,Empresa 230,contato230@empresa230.com.br,growth,Mid-Market,active,2024-12-12,BR
CUST-0231,Empresa 231,contato231@empresa231.com.br,growth,Mid-Market,active,2024-03-22,BR
CUST-0232,Empresa 232,contato232@empresa232.com.br,starter,SMB,active,2023-03-22,BR
CUST-0233,Empresa 233,contato233@empresa233.com.br,starter,SMB,active,2022-08-04,AR
CUST-0234,Empresa 234,contato234@empresa234.com.br,growth,Mid-Market,active,2023-09-03,CL
CUST-0235,Empresa 235,contato235@empresa235.com.br,growth,Mid-Market,active,2022-06-15,AR
CUST-0236,Empresa 236,contato236@empresa236.com.br,starter,SMB,active,2024-01-16,MX
CUST-0237,Empresa 237,contato237@empresa237.com.br,growth,Mid-Market,active,2024-10-26,AR
CUST-0238,Empresa 238,contato238@empresa238.com.br,starter,SMB,active,2023-10-17,BR
CUST-0239,Empresa 239,contato239@empresa239.com.br,growth,Mid-Market,active,2023-10-10,MX
CUST-0240,Empresa 240,contato240@empresa240.com.br,starter,SMB,churned,2022-06-14,US
CUST-0241,Empresa 241,contato241@empresa241.com.br,enterprise,Enterprise,active,2023-06-18,BR
CUST-0242,Empresa 242,contato242@empresa242.com.br,growth,Mid-Market,active,2022-09-16,MX
CUST-0243,Empresa 243,contato243@empresa243.com.br,enterprise,Enterprise,active,2024-05-31,BR
CUST-0244,Empresa 244,contato244@empresa244.com.br,starter,SMB,active,2023-08-17,CL
CUST-0245,Empresa 245,contato245@empresa245.com.br,starter,SMB,churned,2024-09-23,BR
CUST-0246,Empresa 246,contato246@empresa246.com.br,starter,SMB,churned,2024-06-28,BR
CUST-0247,Empresa 247,contato247@empresa247.com.br,starter,SMB,active,2023-02-22,BR
CUST-0248,Empresa 248,contato248@empresa248.com.br,enterprise,Enterprise,active,2022-07-27,CL
CUST-0249,Empresa 249,contato249@empresa249.com.br,starter,SMB,active,2023-01-16,BR
CUST-0250,Empresa 250,contato250@empresa250.com.br,enterprise,Enterprise,active,2024-04-20,BR
CUST-0251,Empresa 251,contato251@empresa251.com.br,starter,SMB,active,2024-08-29,BR
CUST-0252,Empresa 252,contato252@empresa252.com.br,starter,SMB,active,2024-08-12,US
CUST-0253,Empresa 253,contato253@empresa253.com.br,growth,Mid-Market,active,2022-02-16,BR
CUST-0254,Empresa 254,contato254@empresa254.com.br,starter,SMB,active,2025-01-19,BR
CUST-0255,Empresa 255,contato255@empresa255.com.br,starter,SMB,active,2024-07-21,BR
CUST-0256,Empresa 256,contato256@empresa256.com.br,starter,SMB,active,2023-05-24,CL
CUST-0257,Empresa 257,contato257@empresa257.com.br,starter,SMB,active,2022-03-19,US
CUST-0258,Empresa 258,contato258@empresa258.com.br,growth,Mid-Market,active,2025-01-24,BR
CUST-0259,Empresa 259,contato259@empresa259.com.br,starter,SMB,active,2023-12-07,US
CUST-0260,Empresa 260,contato260@empresa260.com.br,starter,SMB,active,2023-04-19,CL
CUST-0261,Empresa 261,contato261@empresa261.com.br,starter,SMB,active,2023-04-25,US
CUST-0262,Empresa 262,contato262@empresa262.com.br,starter,SMB,active,2022-11-01,BR
CUST-0263,Empresa 263,contato263@empresa263.com.br,starter,SMB,active,2023-01-14,MX
CUST-0264,Empresa 264,contato264@empresa264.com.br,growth,Mid-Market,active,2023-12-28,AR
CUST-0265,Empresa 265,contato265@empresa265.com.br,growth,Mid-Market,churned,2024-02-07,AR
CUST-0266,Empresa 266,contato266@empresa266.com.br,growth,Mid-Market,active,2022-08-05,BR
CUST-0267,Empresa 267,contato267@empresa267.com.br,starter,SMB,active,2022-04-04,AR
CUST-0268,Empresa 268,contato268@empresa268.com.br,starter,SMB,active,2024-09-07,MX
CUST-0269,Empresa 269,contato269@empresa269.com.br,starter,SMB,active,2022-05-28,BR
CUST-0270,Empresa 270,contato270@empresa270.com.br,starter,SMB,active,2024-12-11,AR
CUST-0271,Empresa 271,contato271@empresa271.com.br,starter,SMB,active,2024-05-30,BR
CUST-0272,Empresa 272,contato272@empresa272.com.br,starter,SMB,active,2022-10-03,BR
CUST-0273,Empresa 273,contato273@empresa273.com.br,growth,Mid-Market,active,2022-01-25,BR
CUST-0274,Empresa 274,contato274@empresa274.com.br,growth,Mid-Market,active,2022-05-11,AR
CUST-0275,Empresa 275,contato275@empresa275.com.br,starter,SMB,churned,2022-02-19,BR
CUST-0276,Empresa 276,contato276@empresa276.com.br,enterprise,Enterprise,active,2023-02-28,AR
CUST-0277,Empresa 277,contato277@empresa277.com.br,starter,SMB,churned,2024-05-05,US
CUST-0278,Empresa 278,contato278@empresa278.com.br,enterprise,Enterprise,active,2023-02-10,MX
CUST-0279,Empresa 279,contato279@empresa279.com.br,starter,SMB,active,2024-01-20,BR
CUST-0280,Empresa 280,contato280@empresa280.com.br,starter,SMB,churned,2023-03-25,BR
CUST-0281,Empresa 281,contato281@empresa281.com.br,starter,SMB,active,2024-02-24,BR
CUST-0282,Empresa 282,contato282@empresa282.com.br,growth,Mid-Market,active,2023-09-03,BR
CUST-0283,Empresa 283,contato283@empresa283.com.br,starter,SMB,active,2024-10-20,MX
CUST-0284,Empresa 284,contato284@empresa284.com.br,starter,SMB,active,2024-11-30,BR
CUST-0285,Empresa 285,contato285@empresa285.com.br,growth,Mid-Market,active,2024-06-05,BR
CUST-0286,Empresa 286,contato286@empresa286.com.br,starter,SMB,active,2022-09-10,MX
CUST-0287,Empresa 287,contato287@empresa287.com.br,enterprise,Enterprise,active,2022-05-24,MX
CUST-0288,Empresa 288,contato288@empresa288.com.br,starter,SMB,churned,2022-12-15,CL
CUST-0289,Empresa 289,contato289@empresa289.com.br,growth,Mid-Market,active,2022-10-13,CL
CUST-0290,Empresa 290,contato290@empresa290.com.br,growth,Mid-Market,active,2024-01-03,BR
CUST-0291,Empresa 291,contato291@empresa291.com.br,growth,Mid-Market,active,2023-01-31,BR
CUST-0292,Empresa 292,contato292@empresa292.com.br,enterprise,Enterprise,active,2022-11-07,BR
